번호,급,지역,기관명,홈페이지,우편번호,설립,구분,주소,전화,FAX,위도,경도
1219,초등학교,나주시,남평초등학교,http://nampyeong.es.jne.kr,58227,공립,본교,"전라남도 나주시 남평읍 지석로 95 (남평읍,남평초등학교)",061-331-2134,061-331-8617,35.04294669,126.8450951
1218,초등학교,나주시,노안남초등학교,http://noannam.es.jne.kr,58208,공립,본교,"전라남도 나주시 노안면 만호길 20-11 (노안면,노안남초등학교)",061-335-6840,061-335-5830,35.06766837,126.7512067
1217,초등학교,나주시,노안초등학교,http://najunoan.es.jne.kr,58205,공립,본교,"전라남도 나주시 노안면 노안로 165 (노안면,노안초등학교)",061-335-9003,061-335-6487,35.08058696,126.7183118
1216,초등학교,나주시,다도초등학교,http://najudado.es.jne.kr,58319,공립,본교,"전라남도 나주시 다도면 다도로 636 (다도면,다도초등학교)",061-337-1184,061-337-3062,34.95792122,126.8265111
1215,초등학교,나주시,다시초등학교,http://najudasi.es.jne.kr,58203,공립,본교,"전라남도 나주시 다시면 다시로 203 (다시면,다시초등학교)",061-335-4214,061-335-7703,35.01775979,126.639999
1214,초등학교,나주시,동강초등학교,http://donggang.es.jne.kr,58292,공립,본교,"전라남도 나주시 동강면 동강로 595 (동강면,동강초등학교)",061-335-2052,061-335-7262,34.93845086,126.5645381
1213,초등학교,담양군,용면초등학교,http://yongmyeon.es.jne.kr,57302,공립,본교,전라남도 담양군 용면 추성2길 70 (용면),061-382-2514,061-383-9249,35.36351227,126.9900443
1212,초등학교,담양군,월산초등학교,http://wolsan.es.jne.kr,57312,공립,본교,전라남도 담양군 월산면 도개길 180 (월산면),061-382-4115,061-382-4114,35.34069529,126.9505435
1211,초등학교,담양군,창평초등학교,http://changpyeong.es.jne.kr,57389,공립,본교,"전라남도 담양군 창평면 의병로 , 173 (창평면)",061-382-8014,061-381-0470,35.24075254,127.0187431
1210,초등학교,담양군,한재초등학교,http://hanjae.es.jne.kr,57328,공립,본교,전라남도 담양군 대전면 추성1로 217 (대전면),061-383-1858,061-382-0483,35.27853094,126.8892565
1209,초등학교,고흥군,금산초등학교,http://gh-geumsan.es.jne.kr,59564,공립,본교,"전라남도 고흥군 금산면 상하촌길 17-8 (금산면,관사)",061-842-0025,061-843-9120,34.46167697,127.1288827
1208,초등학교,고흥군,남양초등학교,http://gh-namyang.es.jne.kr,59509,공립,본교,"전라남도 고흥군 남양면 상와길 40 (남양면,관사)",061-833-9173,061-833-9176,34.72892137,127.35463
1207,초등학교,고흥군,남양초등학교우도분교장,http://gh-namyang.es.jne.kr,59509,공립,분교,"전라남도 고흥군 남양면 우도길 18 (남양면,관사)",061-833-1494,061-834-1494,34.72249125,127.3143606
1206,초등학교,고흥군,녹동초등학교,http://nokdong.es.jne.kr,59555,공립,본교,"전라남도 고흥군 도양읍 천마로 83 , 녹동초등학교",061-844-9042,061-844-3800,34.52957715,127.1398098
1205,초등학교,고흥군,녹동초등학교소록도분교장,http://nokdong.es.jne.kr,59562,공립,분교,"전라남도 고흥군 도양읍 소록선창길 89-66 (도양읍,녹동초등학교소록분교 교실)",061-844-9042,061-844-3800,34.5163923,127.1318768
1204,초등학교,고흥군,녹동초등학교시산분교장,http://nokdong.es.jne.kr,59563,공립,분교,"전라남도 고흥군 도양읍 시산석금길 30 (도양읍,교실)",061-844-9042,061-844-3800,34.39513849,127.25837
1203,초등학교,고흥군,대서초등학교,http://gh-daeseo.es.jne.kr,59507,공립,본교,"전라남도 고흥군 대서면 동서로 466 (대서면,관사)",061-833-9680,061-832-2374,34.77255874,127.2838535
1202,초등학교,고흥군,도덕초등학교,http://gh-dodeok.es.jne.kr,59546,공립,본교,"전라남도 고흥군 도덕면 학동1길 16 (도덕면,관사)",061-843-0115,061-842-0966,34.56727135,127.174099
1201,초등학교,고흥군,도화초등학교,http://dowha.es.jne.kr,59529,공립,본교,전라남도 고흥군 도화면 오치길 43-4 (도화면),061-832-6983,061-832-6925,34.51119136,127.318461
1200,초등학교,고흥군,동강초등학교,http://donggang9.es.jne.kr,59502,공립,본교,전라남도 고흥군 동강면 원유둔1길 19 동강초등학교,061-833-2070,061-835-9310,34.93845086,126.5645381
1199,초등학교,고흥군,두원초등학교,http://duwon.es.jne.kr,59514,공립,본교,"전라남도 고흥군 두원면 두원로 476-29 (두원면,단독주택)",061-835-8085,061-835-9882,34.64741647,127.2758084
1198,초등학교,고흥군,백양초등학교,http://ghby.es.jne.kr,59567,공립,본교,"전라남도 고흥군 동일면 우주로 2610 , 백양초등학교",061-835-6869,061-833-4791,34.50385128,127.4662566
1197,초등학교,고흥군,봉래초등학교,http://bongnae.es.jne.kr,59569,공립,본교,"전라남도 고흥군 봉래면 신금길 7 봉래초등학교 (봉래면,봉래초등학교)",061-833-6156,061-835-6055,34.46915761,127.4659156
1196,초등학교,고흥군,영남초등학교,http://yeongnam.es.jne.kr,59520,공립,본교,"전라남도 고흥군 영남면 팔영로 1075 (영남면,초등학교)",061-832-8837,061-833-8320,34.60371903,127.4550226
1195,초등학교,고흥군,점암초등학교,http://jeomam.es.jne.kr,59517,공립,본교,"전라남도 고흥군 점암면 점암학교길 11-6 , 점암초등학교 (점암면,관리소)",061-832-8167,061-832-8233,34.65221175,127.3816043
1187,초등학교,목포시,광주교육대학교목포부설초등학교,http://mpbs.es.jne.kr,58645,국립,본교,"전라남도 목포시 안태길 13 (용해동,목포부설초등학교)",061-279-2871,061-277-2836,34.68041627,127.3575876
1186,초등학교,목포시,목포남초등학교,http://mokponam.es.jne.kr,58741,공립,본교,"전라남도 목포시 산정로21번길 22 (호남동,목포남초등학교)",061-244-2903,061-242-8790,34.79170854,126.3915832
1185,초등학교,목포시,목포대성초등학교,http://mokpodaesung.es.jne.kr,58718,공립,본교,"전라남도 목포시 청호로 79 (대성동,대성초등학교)",061-245-4902,061-245-4906,34.79966422,126.3797886
1184,초등학교,목포시,목포대연초등학교,http://mokpodaeyeun.es.jne.kr,58609,공립,본교,전라남도 목포시 용당로 374 목포대연초등학교,061-278-7041,061-274-3421,34.82081808,126.3991823
1183,초등학교,목포시,목포동초등학교,http://mokpodong.es.jne.kr,58648,공립,본교,"전라남도 목포시 산정로 245 (산정동,목포동초등학교)",061-278-4095,061-278-5982,34.81004843,126.3876496
1182,초등학교,목포시,목포미항초등학교,http://mokpomihang.es.jne.kr,58746,공립,본교,"전라남도 목포시 미항로 211 (옥암동,목포미항초등학교)",061-287-3903,061-287-3907,34.80130185,126.4393895
1181,초등학교,목포시,목포부영초등학교,http://mokpobuyeong.es.jne.kr,58687,공립,본교,"전라남도 목포시 통일대로75번길 24 , 부영초등학교 (옥암동)",061-283-0073,061-283-2370,34.8031124,126.4340531
1180,초등학교,목포시,목포북교초등학교,http://mokpobukkyo.es.jne.kr,58725,공립,본교,"전라남도 목포시 수문로 83 (북교동,북교초등학교)",061-245-2907,061-244-0196,34.79579916,126.3776933
1179,초등학교,목포시,목포산정초등학교,http://mpsanjeong.es.jne.kr,58654,공립,본교,"전라남도 목포시 산대로 26 (산정동,목포산정초등학교)",061-272-8003,061-272-1389,34.80144813,126.3903227
1178,초등학교,목포시,목포삼학초등학교,http://mokposamhak.es.jne.kr,58738,공립,본교,"전라남도 목포시 남해로39번길 8 , 목포삼학초등학교 (산정동)",061-243-2337,061-244-8535,34.79100802,126.4008233
1177,초등학교,목포시,목포상동초등학교,http://mokposangdong.es.jne.kr,58641,공립,본교,"전라남도 목포시 상동로21번길 73 (상동,목포상동초등학교)",061-279-4009,061-279-0049,34.81398741,126.4113723
1176,초등학교,목포시,목포서부초등학교,http://mokposeobu.es.jne.kr,58714,공립,본교,"전라남도 목포시 원산로 27 (산정동,목포서부초등학교)",061-244-0157,061-243-1448,34.80360556,126.37214
1175,초등학교,보성군,벌교초등학교,http://beolgyo.es.jne.kr,59428,공립,본교,"전라남도 보성군 벌교읍 태백산맥길 21 , 벌교초등학교 (벌교읍,관사)",061-858-0351,061-858-0352,34.84399408,127.3424575
1174,초등학교,보성군,벌교초등학교장도분교장,http://beolgyo.es.jne.kr,59421,공립,분교,"전라남도 보성군 벌교읍 장도길 204-6 , 벌교초등학교장도분교 (벌교읍,관사)",061-858-0351,061-858-0352,34.79100104,127.4560576
1173,초등학교,보성군,보성남초등학교,http://boseongnam.es.jne.kr,59455,공립,본교,전라남도 보성군 보성읍 새싹길 12 .,061-853-5249,061-852-0667,34.77008441,127.0784245
1172,초등학교,보성군,보성초등학교,http://boseong10.es.jne.kr,59455,공립,본교,"전라남도 보성군 보성읍 송재로 161-8 (보성읍,관사)",061-850-6300,061-853-1287,34.77187668,127.0780286
1171,초등학교,보성군,복내초등학교,http://boknae.es.jne.kr,59405,공립,본교,"전라남도 보성군 복내면 원봉길 5 , 복내초등학교",061-853-3246,061-853-4807,34.89871985,127.1282093
1170,초등학교,보성군,예당초등학교,http://yedang.es.jne.kr,59436,공립,본교,전라남도 보성군 득량면 예당초교길 3 예당초등학교,061-853-7017,061-853-4903,34.7794896,127.1955503
1169,초등학교,보성군,율어초등학교,http://yuleo.es.jne.kr,59407,공립,본교,"전라남도 보성군 율어면 율어로 569-14 , 율어초등학교",061-853-5255,061-853-7403,34.87246169,127.1857603
1168,초등학교,보성군,조성남초등학교,http://joseongnam.es.jne.kr,59435,공립,본교,"전라남도 보성군 조성면 산정길 2 , 조성남초등학교 (조성면,관사)",061-853-7105,061-853-7106,34.78998166,127.2150242
1167,초등학교,보성군,조성초등학교,http://joseong.es.jne.kr,59440,공립,본교,"전라남도 보성군 조성면 조성로 129-7 , 조성초등학교",061-857-8022,061-857-6802,34.81022816,127.2486641
1166,초등학교,보성군,회천서초등학교,http://hoechonseo.es.jne.kr,59473,공립,본교,"전라남도 보성군 회천면 시장길 12 (회천면,관사)",061-852-8144,061-852-8132,34.67097984,127.0631388
1165,초등학교,보성군,회천초등학교,http://hoecheon.es.jne.kr,59471,공립,본교,"전라남도 보성군 회천면 남부관광로 2343 ,(회천면,회천초등학교)",061-852-7694,061-853-2673,34.67280182,127.0850714
1144,초등학교,순천시,순천풍덕초등학교,http://pungdeok.es.jne.kr,58001,공립,본교,전라남도 순천시 팔마1길 9-10 순천풍덕초등학교 (연향동),061-724-1370,061-727-6114,34.93361085,127.5125223
1143,초등학교,순천시,순천향림초등학교,http://hlkids.es.jne.kr,57922,공립,본교,"전라남도 순천시 석현북길 21 (석현동,향림초등학교)",061-753-0671,061-753-0674,34.97363693,127.4740368
1142,초등학교,순천시,승주초등학교,http://seungju.es.jne.kr,57908,공립,본교,"전라남도 순천시 승주읍 승주로 639 (승주읍,승주초등학교)",061-754-5002,061-751-9139,35.01722239,127.380163
1141,초등학교,순천시,승주초등학교죽학분교장,http://seungju.es.jne.kr,57909,공립,분교,"전라남도 순천시 승주읍 선암사길 280 (승주읍,승주초등학교죽학분교장)",061-754-6131,061-754-8150,34.99101391,127.3625038
1140,초등학교,순천시,외서초등학교,http://sc-oeseo.es.jne.kr,57915,공립,본교,"전라남도 순천시 외서면 반월로 6 (외서면,외서초등학교)",061-755-3058,061-755-0733,34.91607038,127.2739419
1139,초등학교,순천시,월등초등학교,http://woldeung.es.jne.kr,57902,공립,본교,"전라남도 순천시 월등면 월평2길 21 (월등면,월등초등학교)",061-754-1104,061-754-1041,35.09273178,127.3778724
1138,초등학교,순천시,좌야초등학교,http://jwaya.es.jne.kr,58013,공립,본교,전라남도 순천시 해룡면 좌야로 77-9,061-804-8470,061-721-1063,34.93048459,127.5448998
1137,초등학교,순천시,주암초등학교,http://juam.es.jne.kr,57911,공립,본교,"전라남도 순천시 주암면 동주로 2093 (주암면,관사)",061-754-1514,061-755-2397,35.07682306,127.2396504
1136,초등학교,순천시,창촌초등학교,http://changchoncho.es.jne.kr,57911,공립,본교,"전라남도 순천시 주암면 창동주암길 3 (주암면,창촌초등학교)",061-755-4587,061-754-7722,35.0604064,127.2772997
1135,초등학교,순천시,팔마초등학교,http://palma.es.jne.kr,57974,공립,본교,"전라남도 순천시 해룡면 장선배기길 113 (해룡면,팔마초등학교)",061-724-2494,061-724-2490,34.95013068,127.5311396
1134,초등학교,순천시,해룡초등학교,http://hrong.es.jne.kr,58019,공립,본교,"전라남도 순천시 해룡면 해룡로 1119 , 해룡초등학교",061-724-2541,061-724-4717,34.91266099,127.5355027
1133,초등학교,순천시,황전초등학교,http://hwangjeon.es.jne.kr,57901,공립,본교,전라남도 순천시 황전면 수평길 21 (황전면),061-754-0014,061-754-9082,35.10108091,127.4301348
1132,초등학교,순천시,황전초등학교회덕분교장,http://hwangjeones.es.jne.kr/,57901,공립,분교,"전라남도 순천시 황전면 삽재팔동길 377 (황전면,황전초등학교회덕분교장)",061-755-7002,061-755-4963,35.10847737,127.4957753
1124,초등학교,진도군,진도서초등학교,http://jindoseo.es.jne.kr,58931,공립,본교,"전라남도 진도군 진도읍 신흥정자로 25 (진도읍,진도서초등학교)",061-544-9201,061-544-9204,34.49834381,126.2402363
1123,초등학교,진도군,진도서초등학교가사도분교장,http://jindoseo.es.jne.kr,58953,공립,분교,"전라남도 진도군 조도면 가사도궁항길 148-18 , 진도서초등학교가사도분교장",061-542-5665,061-542-5664,34.47679029,126.0590737
1122,초등학교,진도군,진도초등학교,http://jindo.es.jne.kr,58915,공립,본교,"전라남도 진도군 진도읍 성내길 9 (진도읍,진도초등학교)",061-544-2019,061-544-3047,34.48662235,126.2651202
1114,초등학교,함평군,기산초등학교,http://gisan.es.jne.kr,57147,공립,본교,"전라남도 함평군 함평읍 기산길 63 (함평읍,기산초등학교)",061-322-2568,061-324-2694,35.06782252,126.5167407
1113,초등학교,함평군,나산초등학교,http://ns.es.jne.kr,57129,공립,본교,"전라남도 함평군 나산면 함장로 2441-8 (나산면,나산초등학교)",061-322-8008,061-323-3341,35.11684944,126.6065269
1112,초등학교,함평군,대동향교초등학교,http://ddhyanggyo.es.jne.kr,57145,공립,본교,전라남도 함평군 대동면 대동길 6-9 대동향교초등학교,061-322-2792,061-322-2793,35.06760771,126.5327702
1111,초등학교,함평군,손불서초등학교,http://sbs.es.jne.kr,57101,공립,본교,"전라남도 함평군 손불면 양재길 15 (손불면,손불서초등학교)",061-324-4247,061-324-4256,35.15634107,126.4067744
1110,초등학교,함평군,손불초등학교,http://sonbul.es.jne.kr,57110,공립,본교,"전라남도 함평군 손불면 손불중앙길 121 (손불면,손불초등학교)",061-322-4014,061-322-4044,35.14572285,126.4338246
1109,초등학교,함평군,신광초등학교,http://sing.es.jne.kr,57107,공립,본교,전라남도 함평군 신광면 신광중앙길 118 신광초등학교,061-322-5006,061-322-5039,35.15741575,126.4994896
1108,초등학교,함평군,엄다초등학교,http://eomda.es.jne.kr,57164,공립,본교,"전라남도 함평군 엄다면 엄다길 35 (엄다면,엄다초등학교)",061-322-7005,061-323-7005,35.01154318,126.5136275
1107,초등학교,함평군,월야초등학교,http://wy.es.jne.kr,57124,공립,본교,"전라남도 함평군 월야면 금석길 95 (월야면,월야초등학교)",061-322-2895,061-322-2894,35.17695272,126.6320751
1072,초등학교,신안군,가거도초등학교,http://gageodo.es.jne.kr,58866,공립,본교,"전라남도 신안군 흑산면 가거도길 18-31 , 가거도초등학교 (흑산면)",061-246-3490,061-246-4423,34.05255272,125.1302535
1071,초등학교,신안군,도초초등학교,http://docho.es.jne.kr,58851,공립,본교,"전라남도 신안군 도초면 서남문로 1698 (도초면,도초초등학교)",061-275-2177,061-275-2727,34.69022736,125.9626273
1070,초등학교,신안군,비금동초등학교,http://bidong.es.jne.kr,58843,공립,본교,"전라남도 신안군 비금면 용소길 181-6 (비금면,비금동초등학교)",061-275-6044,061-275-5040,34.7846813,125.9798266
1069,초등학교,신안군,비금초등학교,http://sa-bigeum.es.jne.kr,58846,공립,본교,전라남도 신안군 비금면 신원리 93,061-275-1952,061-275-9872,34.76042859,125.9210024
1068,초등학교,신안군,신의초등학교,http://sinngui.es.jne.kr,58857,공립,본교,"전라남도 신안군 신의면 신의로 , 710-57 (신의면)",061-271-6764,061-271-7006,34.58338389,126.0958194
1067,초등학교,신안군,안좌초등학교,http://anjwa.es.jne.kr,58839,공립,본교,전라남도 신안군 안좌면 김환기길 6,061-261-4010,061-262-4243,34.75452971,126.1239609
1066,초등학교,함평군,학다리중앙초등학교,http://hja.es.jne.kr,57162,공립,본교,"전라남도 함평군 학교면 백학길 100 (학교면,학다리중앙초등학교)",061-322-6041,061-323-1317,35.01412047,126.5365017
1065,초등학교,함평군,함평초등학교,http://hp.es.jne.kr,57156,공립,본교,"전라남도 함평군 함평읍 내대화길 77 , 함평초등학교 (함평읍,함평초등학교)",061-322-2613,061-322-2601,35.06217228,126.5121128
1064,초등학교,함평군,해보초등학교,http://haebo.es.jne.kr,57117,공립,본교,전라남도 함평군 해보면 해삼로 313 해보초등학교 (해보면),061-323-0010,061-323-8303,35.17740325,126.6034645
1057,초등학교,해남군,계곡초등학교,http://geagog.es.jne.kr,59018,공립,본교,"전라남도 해남군 계곡면 성진길 6-37 (계곡면,계곡초등학교)",061-534-9101,061-532-5881,34.64623412,126.6574764
1056,초등학교,해남군,마산초등학교,http://hmasan.es.jne.kr,59020,공립,본교,"전라남도 해남군 마산면 은적사길 13 (마산면,마산초등학교)",061-532-5391,061-532-4966,34.61914077,126.5729163
1055,초등학교,해남군,마산초등학교용전분교장,http://hmasan.es.jne.kr,59016,공립,분교,"전라남도 해남군 마산면 산이로 117-69 (마산면,마산초등학교)",061-533-8204,061-534-7144,34.59630663,126.5452402
1054,초등학교,해남군,북일초등학교,http://bugil.es.jne.kr,59051,공립,본교,"전라남도 해남군 북일면 백도로 849 (북일면,북일초등학교)",061-533-0063,061-532-0434,34.46739334,126.6767422
1053,초등학교,해남군,북평초등학교,http://bukpyeong.es.jne.kr,59055,공립,본교,"전남 해남군 북평면 볼무당길 40 (북평면,북평초등학교)",061-534-8178,061-533-7951,34.40811428,126.6312195
1052,초등학교,해남군,산이서초등학교,http://sanyiseo.es.jne.kr,59014,공립,본교,"전라남도 해남군 산이면 산이로 1736 (산이면, 산이서초등학교)",061-532-4269,061-535-0176,34.67684536,126.4108822
1051,초등학교,해남군,산이초등학교,http://sani.es.jne.kr,59011,공립,본교,"전라남도 해남군 산이면 비석길 95-2 (산이면,산이초등학교)",061-535-3750,061-535-3751,34.64388565,126.4478025
1050,초등학교,해남군,삼산초등학교,http://hsamsan.es.jne.kr,59047,공립,본교,"전라남도 해남군 삼산면 고산로 586 (삼산면,삼산초등학교)",061-534-6287,061-534-5622,34.51553988,126.6071973
1031,초등학교,신안군,안좌초등학교자라분교장,http://anjwa.es.jne.kr,58842,공립,분교,"전라남도 신안군 안좌면 자라도길 37 (안좌면,안좌초등학교자라분교)",061-262-4010,061-261-4243,34.68834793,126.1700511
1030,초등학교,신안군,암태초등학교,http://amtae.es.jne.kr,58836,공립,본교,"전라남도 신안군 암태면 장단고길 56 (암태면,암태초등학교)",061-271-1540,061-271-1836,34.82929773,126.1076693
1029,초등학교,신안군,압해동초등학교,http://aphaedong.es.jne.kr,58827,공립,본교,"전라남도 신안군 압해읍 압해로 378-6 (압해읍,압해동초등학교)",061-271-0704,061-271-7410,34.84124787,126.3549563
1028,초등학교,신안군,압해서초등학교,http://ahseo.es.jne.kr,58823,공립,본교,전라남도 신안군 압해읍 압해로 1336-2 (압해읍),061-271-4975,061-271-2484,34.8629935,126.2738481
1027,초등학교,신안군,압해초등학교,http://aphae.es.jne.kr,58824,공립,본교,전라남도 신안군 압해읍 복룡로 33-8 (압해읍),061-271-0430,061-271-0435,34.86781857,126.3092749
1026,초등학교,신안군,임자남초등학교,http://imjanam.es.jne.kr,58803,공립,본교,"전라남도 신안군 임자면 장동길 86 (임자면,임자남초등학교)",061-262-7500,061-261-9875,35.08424106,126.0770195
1025,초등학교,신안군,임자초등학교,http://imja.es.jne.kr,58802,공립,본교,"전남 신안군 임자면 임자로 216-4 (임자면,임자초등학교)",061-275-6082,061-275-7267,35.0902559,126.1016557
1024,초등학교,신안군,자은초등학교,http://sa-jaeun.es.jne.kr,58829,공립,본교,전라남도 신안군 자은면 구영1길 44-36 자은초등학교,061-271-8040,061-271-8452,34.89073137,126.0468919
1023,초등학교,신안군,장산초등학교,http://jangsan.es.jne.kr,58860,공립,본교,"전라남도 신안군 장산면 장산로 277 , 장산초등학교 (장산면)",061-271-2546,061-271-5161,34.63815964,126.1442066
1022,초등학교,신안군,증도초등학교,http://jeungdo.es.jne.kr,58807,공립,본교,"전라남도 신안군 증도면 문준경길 , 218 (증도면,증도초등학교)",061-271-7506,061-271-7313,35.00214012,126.137314
1021,초등학교,신안군,증도초등학교소악분교장,http://jeungdo.es.jne.kr,58809,공립,분교,"전라남도 신안군 증도면 소악길 87 (증도면,증도초등학교소악분교장)",061-271-7506,061-271-7313,34.92385545,126.1956066
1020,초등학교,신안군,지도초등학교,http://jido.es.jne.kr,58813,공립,본교,"전라남도 신안군 지도읍 서촌길 52-1 (지도읍,지도초등학교)",061-275-0180,061-275-9568,35.06374246,126.2071856
1019,초등학교,신안군,팔금초등학교,http://palgeum.es.jne.kr,58838,공립,본교,"전라남도 신안군 팔금면 삼층석탑길 173 (팔금면,팔금초등학교)",061-271-7414,061-271-6742,34.78652534,126.144779
1018,초등학교,해남군,서정초등학교,http://seojung.es.jne.kr,59061,공립,본교,"전라남도 해남군 송지면 달마로 524 (송지면, 서정초등학교)",061-533-2143,061-533-7949,34.38936175,126.5607117
1017,초등학교,해남군,송지초등학교,http://songji.es.jne.kr,59063,공립,본교,"전라남도 해남군 송지면 산정1길 101 (송지면,송지초등학교)",061-535-1132,061-533-2193,34.36914396,126.5204408
1016,초등학교,해남군,송호초등학교,http://hn-songho.es.jne.kr,59065,공립,본교,"전라남도 해남군 송지면 송호길 5 (송지면,송호초등학교)",061-533-2368,061-535-1534,34.31678657,126.5185875
1015,초등학교,해남군,어란진초등학교,http://eoranjin.es.jne.kr,59063,공립,본교,"전라남도 해남군 송지면 어란로 441 (송지면,어란진초등학교)",061-533-6722,061-533-9584,34.35181773,126.4772672
1014,초등학교,해남군,어란진초등학교어불분교장,http://eoranjin.es.jne.kr,59063,공립,분교,"전라남도 해남군 송지면 어불길 50-7 (송지면,어란진초등학교어불분교장)",061-532-2004,061-533-9584,34.33800072,126.47238
1013,초등학교,해남군,옥천초등학교,http://okcheon.es.jne.kr,59021,공립,본교,"전라남도 해남군 옥천면 해강로 19 (옥천면,옥천초등학교)",061-532-5602,061-532-5603,34.56810275,126.6491141
1012,초등학교,해남군,우수영초등학교,http://usuyeong.es.jne.kr,59003,공립,본교,"전라남도 해남군 동영길 117 , 우수영초등학교",061-530-2492,061-532-2213,34.60385064,126.3127369
1011,초등학교,해남군,해남동초등학교,http://hn-dong.es.jne.kr,59037,공립,본교,"전라남도 해남군 해남읍 중앙1로 45 (해남읍,해남동초등학교)",061-534-4200,061-534-4059,34.57008057,126.6048835
1010,초등학교,해남군,해남서초등학교,http://heanamseo.es.jne.kr,59029,공립,본교,"전라남도 해남군 해남읍 중앙1로 182 (해남읍,해남서초등학교)",061-535-3353,061-536-8854,34.57232662,126.597057
1009,초등학교,해남군,현산남초등학교,http://hsnam.es.jne.kr,59060,공립,본교,"전라남도 해남군 현산면 입제길 40 (현산면,현산남초등학교)",061-536-7564,061-536-4280,34.42855246,126.5851414
1008,초등학교,해남군,현산초등학교,http://hyeonsan.es.jne.kr,59058,공립,본교,"전라남도 해남군 현산면 현산북평로 , 98",061-533-7936,061-534-7883,34.45921369,126.552667
1007,초등학교,해남군,화산초등학교,http://hwasan.es.jne.kr,59049,공립,본교,전라남도 해남군 화산면 화산초길 9 (화산면),061-532-6881,061-532-6883,34.49235769,126.5165443
1006,초등학교,해남군,화원초등학교,http://wha.es.jne.kr,59002,공립,본교,"전라남도 해남군 화원면 청용길 117 , 화원초등학교 (화원면,화원초등학교)",061-532-0172,061-535-2540,34.67317236,126.3334016
1005,초등학교,해남군,황산초등학교,http://hoangsan.es.jne.kr,59007,공립,본교,"전라남도 해남군 황산면 시등로 150 (황산면,황산초등학교)",061-533-2230,061-534-0649,34.57599526,126.4285304
980,초등학교,신안군,하의초등학교,http://haui.es.jne.kr,58856,공립,본교,"전라남도 신안군 하의면 안곰실길 33 (하의면,하의초등학교)",061-275-3800,061-275-4125,34.60036226,126.0359455
